,,sum
,,projectAmount
stateCode,Year,
AK,2000,13925389.529999992
AK,2002,39451889.30999998
AK,2003,2437625.4900000007
AK,2004,16113647.15999999
AK,2005,4989274.580000001
AK,2006,29074288.89000001
AK,2008,16073750.959999999
AK,2009,31186791.230000004
AK,2011,8907495.089999998
AK,2012,35688294.42
AK,2013,41048874.140000015
AK,2014,45202800.28000001
AK,2015,5351019.409999999
AK,2016,15148032.03
AK,2017,11476570.99
AK,2018,5453021.359999999
AK,2019,45982401.67999999
AK,2020,4657202.659999999
AL,1999,7331674.149999999
AL,2000,5709572.759999998
AL,2001,9119015.139999999
AL,2002,19862627.390000004
AL,2003,16183477.18
AL,2004,240795262.19999996
AL,2005,139616866.74999994
AL,2007,13513550.330000004
AL,2008,19010645.69
AL,2009,69127519.95000012
AL,2010,9748973.090000002
AL,2011,228501652.0800002
AL,2012,8784097.190000001
AL,2014,44777553.58000003
AL,2016,49468197.98999998
AL,2017,9143841.079999998
AL,2018,74632087.43000004
AL,2019,12038393.24
AL,2020,1354656.5399999998
AR,1999,9190204.510000002
AR,2000,206301782.67000023
AR,2001,3852090.9699999997
AR,2002,2829204.4900000007
AR,2003,19164839.89
AR,2004,13289495.569999987
AR,2005,44511214.63
AR,2006,2919776.72
AR,2008,71539659.93999998
AR,2009,333086492.509999
AR,2010,12400274.709999995
AR,2011,70283105.57999994
AR,2013,32982797.829999987
AR,2014,20369341.950000003
AR,2015,16048380.890000002
AR,2016,18539233.060000002
AR,2017,37053655.88
AR,2019,57221162.38000002
AS,2003,1610094.5999999999
AS,2004,13210082.260000005
AS,2005,6117331.999999998
AS,2009,103589230.03999996
AS,2014,882929.2899999999
AS,2018,9813099.25
AS,2020,433420.66000000003
AZ,2000,7222972.569999997
AZ,2002,1590042.22
AZ,2003,6927098.77
AZ,2005,26102189.780000005
AZ,2006,14279476.590000007
AZ,2010,18346173.450000003
AZ,2013,2132018.96
AZ,2014,7741736.8
AZ,2018,1987127.0999999996
AZ,2019,738255.83
AZ,2020,67612162.61000001
CA,1999,67344149.27
CA,2003,141791092.26000002
CA,2004,90198891.39000002
CA,2005,360236685.36999995
CA,2006,248065503.10000032
CA,2007,183335500.65000007
CA,2008,403038466.72000027
CA,2010,72295129.12999997
CA,2011,151347307.8300002
CA,2013,30958061.21
CA,2014,36413253.66999998
CA,2015,317289775.37000006
CA,2017,1361528259.039997
CA,2018,1703431810.9900014
CA,2019,68272033.29
CA,2020,1044324885.1600004
CO,1999,6730129.670000001
CO,2001,5931737.5600000005
CO,2003,7829976.610000001
CO,2005,12996268.839999998
CO,2007,12686581.24000001
CO,2012,5388309.35
CO,2013,466326532.26000005
CO,2015,34500240.129999995
CO,2020,132920409.33
CT,1999,2382129.9799999995
CT,2003,11427196.109999996
CT,2004,12191700.239999996
CT,2005,21343707.790000007
CT,2006,12720000.589999998
CT,2007,6198776.71
CT,2010,12445122.080000002
CT,2011,195191615.33999985
CT,2012,80480325.56999996
CT,2013,41325220.26999999
CT,2015,12703775.53
CT,2018,25241797.57999999
CT,2020,587757.17
DC,2000,2097918.82
DC,2001,902062.62
DC,2003,8646743.14
DC,2005,1856421.4700000002
DC,2009,9540583.879999999
DC,2010,14900503.300000003
DC,2011,8616458.660000006
DC,2012,8045465.730000001
DC,2016,22662368.07
DC,2020,51696524.39
DE,1999,4332533.839999999
DE,2003,18709459.55
DE,2004,1058683.3500000003
DE,2005,89661.81
DE,2006,674723.7000000001
DE,2010,12385464.02
DE,2011,3963317.950000001
DE,2012,8816041.590000004
DE,2016,2133100.32
FL,1999,190206619.72999975
FL,2000,403887232.8900012
FL,2001,48956145.119999975
FL,2003,15208803.09
FL,2004,2726271450.5299897
FL,2005,1860968140.880006
FL,2007,13780770.600000003
FL,2008,143744929.57999992
FL,2009,47894440.55
FL,2012,86811348.86000012
FL,2013,54702085.78999999
FL,2014,170331735.49999994
FL,2016,567079700.8200008
FL,2017,2199030943.2400064
FL,2018,1211272106.4199991
FL,2019,8613723.340000002
FL,2020,395986614.76
FM,2002,4294559.98
FM,2003,4911379.33
FM,2004,15085027.130000008
FM,2007,98655.53
GA,1999,7079589.320000003
GA,2000,50507574.23999998
GA,2004,34488878.50000004
GA,2005,9199291.999999996
GA,2007,66743770.93000001
GA,2008,18915398.099999994
GA,2009,132261252.69999994
GA,2011,26858066.26
GA,2014,59005182.41
GA,2015,14008031.48
GA,2016,147492873.96
GA,2017,206868454.1400001
GA,2018,151868361.67000002
GA,2020,75191143.95
GU,2001,3142180.0000000005
GU,2002,74593347.92999992
GU,2004,1178364.13
GU,2014,794629.71
GU,2015,5718336.47
GU,2018,11157366.74
GU,2019,981221.6300000001
GU,2020,51088.17999999999
HI,2000,5371467.41
HI,2005,24431123.84
HI,2006,35102266.59999995
HI,2008,3472117.2799999993
HI,2009,1281870.7100000002
HI,2011,8433859.980000002
HI,2012,4186682.8500000006
HI,2014,20982347.67
HI,2016,5156848.010000001
HI,2018,179210788.09999993
HI,2020,4939642.18
IA,1999,25013045.71000004
IA,2001,11062278.830000004
IA,2002,7145808.669999999
IA,2004,18971667.699999984
IA,2005,232383.23
IA,2007,112507054.79000011
IA,2008,1317612174.1700013
IA,2009,8602319.42
IA,2010,193317549.0200006
IA,2011,78334303.10999992
IA,2013,59894684.07000009
IA,2014,49458467.28999999
IA,2015,9308171.049999999
IA,2016,29203964.349999994
IA,2017,7643870.219999999
IA,2018,27518103.830000002
IA,2019,106004379.6799999
IA,2020,169199158.23000002
ID,2005,2666703.41
ID,2006,1417715.7000000002
ID,2008,2186270.28
ID,2010,3309470.079999999
ID,2011,3868176.2699999996
ID,2015,3267926.28
ID,2016,17494057.619999997
ID,2017,30320405.86000001
ID,2019,3393627.3099999996
ID,2020,317613.46
IL,1999,34960840.94999996
IL,2001,29205617.310000017
IL,2002,20097365.59000001
IL,2004,2485581.1900000004
IL,2005,5403743.550000002
IL,2006,21262695.290000018
IL,2007,49792510.95000002
IL,2008,110601780.36999969
IL,2009,36846436.650000006
IL,2010,6660411.9300000025
IL,2011,82941448.25999987
IL,2013,39732933.10999996
IL,2019,38356122.81
IL,2020,2274352.6700000004
IN,1999,12579342.15000001
IN,2001,4650962.969999998
IN,2002,10482369.64
IN,2003,8878811.889999997
IN,2004,8994625.170000004
IN,2005,36240700.37999999
IN,2007,11686423.110000014
IN,2008,171181382.87999964
IN,2009,14989503.240000004
IN,2011,17946302.050000004
IN,2012,6504167.760000005
IN,2014,12676534.670000004
IN,2018,19143805.339999996
IN,2020,1814307.3
KS,1999,3272159.02
KS,2000,782847.26
KS,2001,3462334.0700000003
KS,2002,58416690.919999965
KS,2003,7925975.590000002
KS,2004,15321681.230000006
KS,2005,122654973.28000002
KS,2006,56719865.53999999
KS,2007,472636170.2800004
KS,2008,379448353.95999944
KS,2009,62575955.92999997
KS,2010,29773998.739999995
KS,2011,13634633.63
KS,2012,6547840.699999999
KS,2013,15168212.740000002
KS,2015,14483653.559999997
KS,2016,8917428.170000002
KS,2017,76859688.21000001
KS,2018,5536293.9399999995
KS,2019,11401785.160000008
KS,2020,40926605.89
KY,2000,9606891.140000002
KY,2001,15106647.610000001
KY,2002,24661484.10999998
KY,2003,65087907.2199999
KY,2004,26991812.780000012
KY,2005,5439890.27
KY,2007,4267929.560000001
